RSRP_S,RSRP_t,Tr,S,T
-78.368,-82.15,52,5,33
-75.348,-76.003,32,33,13
-76.325,-82.975,165,13,4
-76.514,-82.768,97,4,1
-75.276,-83.459,106,1,2
-80.173,-83.638,80,2,19
-73.094,-85.448,341,19,18
-73.215,-83.262,920,18,43
-76.317,-82.71,267,43,45
-72.953,-82.763,297,45,6
-72.64,-83.851,280,6,1
-80.043,-82.595,58,1,27
-76.796,-76.629,22,27,2
-80.299,-83.579,36,2,9
-78.881,-83.31,66,9,3
-71.846,-83.188,153,3,4
-79.114,-83.852,1398,4,28
-73.603,-74.901,236,28,1
-69.057,-84.135,667,1,7
-76.34,-84.64,777,7,35
-74.961,-85.55,395,35,18
-83.272,-84.015,113,18,19
-79.685,-85.159,106,19,42
-81.302,-81.19,28,42,2
-77.557,-79.338,64,2,27
-72.867,-81.501,48,27,3
-77.761,-78.876,74,3,32
-67.829,-78.691,46,32,41
-78.691,-79.283,23,41,11
-79.415,-84.104,97,11,4
-74.338,-83.706,296,4,28
-71.388,-81.235,159,28,1
-81.374,-84.025,135,1,6
-74.866,-83.705,370,6,17
-76.755,-85.151,486,17,6
-75.019,-83.621,214,6,5
-68.208,-80.271,195,5,33
-69.826,-73.951,63,33,13
-74.959,-83.482,143,13,14
-57.338,-81.17,853,14,47
-65.957,-68.087,44,47,15
-68.559,-78.668,87,15,36
-79.174,-81.515,29,36,16
-69.554,-81.863,679,16,6
-71.919,-70.068,43,6,37
-77.811,-82.517,21,37,1
-79.354,-84.319,158,1,7
-81.177,-80.923,24,7,31
-76.291,-84.42,116,31,7
-82.813,-82.946,16,7,45
-73.1,-79.042,108,45,17
-70.034,-81.94,542,17,43
-71.653,-73.95,95,43,7
-69.974,-79.669,206,7,42
-80.726,-84.211,62,42,2
-75.971,-77.628,221,2,44
-73.802,-85.159,133,44,9
-80.021,-80.317,1763,9,49
-80.99,-84.211,55,49,10
-79.992,-83.287,122,10,11
-74.595,-72.548,81,11,41
-67.878,-75.499,32,41,32
-75.938,-78.118,28,32,4
-76.842,-84.564,96,4,5
-81.343,-81.216,29,5,20
-78.477,-82.311,77,20,1
-81.072,-84.771,166,1,6
-82.108,-82.154,29,6,37
-77.75,-78.554,55,37,31
-74.704,-79.573,35,31,7
-82.256,-83.918,31,7,1
-82.471,-83.316,34,1,2
-79.942,-79.708,14,2,27
-75.949,-79.299,29,27,2
-80.834,0,5,48,16
-78.823,-79.891,19,16,6
-78.977,-80.316,21,6,7
-72.909,-84.421,35,7,19
-83.586,-83.72,14,19,2
-76.989,-76.595,46,2,44
-76.159,-81.406,29,44,9
-73.33,-72.016,67,9,2
-77.293,-77.377,17,2,1
-80.036,-80.03,13,1,6
-74.213,-81.276,78,6,45
-68.873,-79.557,42,45,43
-75.876,-80.585,40,43,18
-78.355,-83.286,68,18,7
-74.397,-84.033,124,7,1
-78.98,-83.297,238,1,2
-80.073,-84.807,109,2,19
-68.134,-83.201,857,19,2
-75.91,-85.5,171,2,9
-83.716,-84.403,91,9,3
-75.525,-83.894,766,3,11
-78.488,-76.156,118,11,41
-73.149,-75.265,25,41,32
-71.183,-78.617,41,32,4
-78.382,-82.932,79,4,28
-77.327,-77.329,31,28,20
-68.892,-77.454,41,20,5
-81.167,-83.951,46,5,6
-82.097,-82.864,40,6,36
-74.633,-81.797,50,36,15
-82.84,-83.181,16,15,36
-73.42,-86.813,1,36,6
-69.764,-78.709,6,6,7
-83.288,-90.765,3,7,2
-77.063,-80.174,61,2,27
-76.752,-82.651,70,27,1
-83.097,-86.126,100,1,4
-75.521,-81.925,201,4,23
-72.756,-72.818,55,23,12
-70.214,-71.993,34,12,23
-69.999,-80.397,54,23,4
-68.711,-83.105,166,4,1
-69.643,-83.108,173,1,7
-70.407,-83.3,174,7,18
-69.365,-76.149,210,18,35
-77.828,-82.549,32,35,7
-78.976,-77.82,47,7,42
-71.831,-80.064,38,42,2
-79.3,-79.789,43,2,27
-70.49,-79.418,41,27,3
-74.19,-82.065,94,3,41
-77.03,-81.9,44,41,11
-82.657,-81.907,6,11,34
-78.372,-77.99,18,34,3
-75.597,-83.954,83,3,9
-82.058,-83.921,64,9,2
-80.884,-80.595,26,2,44
-73.44,-83.78,88,44,8
-82.921,-83.912,63,8,19
-77.835,-85.136,233,19,8
-83.006,-83.13,24,8,44
-74.717,-80.306,55,44,2
-81.798,-83.483,40,2,9
-79.946,-79.993,50,9,49
-68.814,-83.645,64,49,10
-78.152,-80.558,160,10,34
-76.186,-79.162,51,34,3
-71.515,-81.173,151,3,27
-72.295,-78.411,66,27,2
-79.446,-82.443,80,2,42
-70.592,-71.542,56,42,7
-79.866,-81.203,860,7,43
-69.486,-70.919,28,43,7
-76.954,-80.289,40,7,37
-66.151,-69.541,32,37,6
-76.357,-82.578,60,6,5
-80.936,-80.072,826,5,22
-67.662,-81.233,85,22,15
-80.471,-81.441,56,15,36
-75.143,-83.903,89,36,16
-80.537,-82.894,74,16,6
-74.842,-84.573,137,6,5
-82.017,-82.017,11,5,20
-75.845,-80.533,84,20,5
-78.62,-81.471,126,5,33
-63.949,-73.931,87,33,13
-60.769,-73.24,136,13,33
-66.51,-80.177,47,33,5
-77.25,-77.744,65,5,20
-75.658,-80.415,39,20,1
-78.272,-83.49,102,1,7
-75.168,-69.806,40,7,31
-66.226,-75.163,4,31,37
-73.813,-85.665,3,37,6
-76.069,-76.141,10,6,16
-77.836,-80.577,405,16,36
-71.257,-75.784,29,36,6
-79.509,-84.909,59,6,20
-81.51,-81.224,16,20,28
-68.186,-74.727,29,28,1
-75.521,-78.649,49,1,27
-73.163,-73.443,21,27,2
-72.744,-84.39,656,2,19
-71.673,-78.625,459,19,7
-80.31,-85.163,2,7,43
-74.891,-90.705,3,43,17
-71.261,-78.986,6,17,16
-81.569,-83.849,962,16,6
-75.542,-83.498,244,6,5
-72.302,-74.617,184,5,20
-70.814,-80.684,45,20,1
-78.303,-77.152,34,1,6
-78.148,-86.194,1,6,15
-74.865,-78.962,33,15,6
-77.101,-79.521,27,6,1
-78.068,-79.653,25,1,2
-75.315,-82.429,270,2,42
-73.9,-75.306,146,42,7
-62.15,-75.537,333,7,43
-75.521,-82.758,154,43,17
-73.488,-77.703,255,17,45
-73.557,-79.578,38,45,7
-79.668,-79.616,13,7,31
-77.09,-83.905,43,31,1
-72.071,-83.323,299,1,3
-72.183,-84.973,220,3,10
-78.387,-80.823,932,10,49
-78.649,-79.866,8,49,3
-72.097,-79.25,31,3,1
-73.021,-81.381,37,1,6
-80.04,-83.48,55,6,5
-80.714,-80.411,18,5,20
-71.513,-80.865,59,20,5
-82.627,-83.24,19,5,6
-69.75,-80.144,100,6,45
-67.319,-77.91,41,45,17
-81.231,-82.122,19,17,43
-77.356,-76.681,28,43,7
-61.832,-71.309,83,7,42
-65.933,-79.421,48,42,2
-68.605,-83.028,141,2,9
-66.628,-77.669,243,9,49
-67.889,-78.042,118,49,3
-68.577,-83.606,335,3,4
-69.639,-83.737,383,4,13
-68.661,-73.812,252,13,33
-72.203,-76.571,82,33,13
-76.517,-80.909,234,13,33
-81.03,-84.173,42,33,5
-78.407,-76.661,81,5,20
-71.221,-83.971,69,20,1
-83.204,-83.773,46,1,6
-79.279,-78.489,48,6,37
-72.098,-83.053,68,37,7
-81.588,-81.588,11,7,45
-77.321,-82.641,59,45,17
-82.357,-83.395,312,17,43
-70.74,-76.659,276,43,7
-73.527,-83.825,619,7,1
-74.429,-86.564,885,1,4
-81.812,-80.717,249,4,32
-77.151,-83.589,262,32,41
-80.969,-83.428,52,41,4
-75.973,-83.43,185,4,28
-76.679,-77.284,53,28,20
-74.874,-82.893,69,20,5
-82.778,-83.667,35,5,6
-76.976,-80.254,137,6,36
-80.318,-82.789,37,36,16
-68.522,-83.371,283,16,36
-80.148,-80.678,48,36,6
-77.354,-85.233,237,6,5
-82.421,-82.329,25,5,20
-76.833,-77.898,63,20,28
-74.18,-84.311,111,28,4
-75.556,-82.838,196,4,1
-78.407,-79.598,52,1,27
-67.228,-74.873,33,27,2
-75.783,-75.828,34,2,1
-77.823,-79.531,8,1,6
-75.5,-84.855,65,6,1
-81.981,-81.509,19,1,28
-74.377,-80.936,35,28,4
-76.625,-84.518,313,4,3
-81.297,-85.141,150,3,4
-77.452,-83.091,81,4,33
-77.815,-81.325,48,33,5
-81.963,-83.746,49,5,14
-77.315,-84.253,232,14,15
-70.246,-83.82,432,15,16
-81.753,-83.375,47,16,6
-77.283,-83.248,97,6,7
-69.637,-83.305,115,7,19
-77.119,-82.691,90,19,2
-68.2,-75.626,85,2,27
-72.43,-79.26,35,27,3
-78.747,-82.001,68,3,32
-79.225,-79.41,21,32,4
-80.081,-83.299,75,4,41
-76.619,-81.769,41,41,3
-81.089,-81.089,11,3,34
-74.988,-79.958,34,34,3
-83.05,-84.581,27,3,10
-83.272,-83.602,20,10,9
-74.028,-80.133,88,9,2
-75.295,-82.01,40,2,7
-78.794,-77.548,16,7,31
-68.709,-68.807,14,31,37
-81.746,-81.472,7,37,45
-82.288,-82.773,17,45,6
-78.529,-77.393,45,6,37
-68.525,-82.578,92,37,6
-82.632,-83.757,36,6,1
-73.568,-84.462,248,1,4
-80.554,-82.901,688,4,1
-79.052,-78.532,15,1,28
-69.631,-75.552,26,28,1
-84.391,-84.758,200,1,6
-78.148,-76.299,69,6,37
-66.975,-82.05,65,37,45
-75.196,-81.486,71,45,17
-80.856,-83.65,93,17,18
-80.135,-83.689,152,18,43
-70.541,-73.943,52,43,7
-71.609,-71.047,43,7,31
-71.237,-84.088,53,31,1
-71.602,-82.92,151,1,4
-71.725,-83.766,145,4,12
-74.875,-79.507,82,12,13
-80.184,-77.013,842,13,33
-71.299,-78.001,35,33,5
-69.081,-83.164,101,5,6
-77.556,-83.434,93,6,16
-82.006,-83.459,32,16,6
-72.345,-84.912,113,6,20
-76.575,-76.132,35,20,28
-79.854,-83.084,27,28,4
-71.011,-84.029,113,4,11
-74.012,-80.276,185,11,34
-72.295,-82.549,83,34,10
-81.393,-83.634,99,10,9
-75.43,-78.683,227,9,49
-74.446,-78.519,36,49,3
-67.167,-80.576,171,3,27
-73.259,-83.598,81,27,2
-83.592,-85.143,64,2,7
-78.088,-76.611,55,7,42
-77.06,-80.691,34,42,2
-76.386,-84.768,821,12,13
-83.136,-84.264,51,13,4
-82.928,-83.86,31,4,5
-74.271,-73.946,73,5,20
-75.721,-77.911,17,20,1
-73.182,-82.017,61,1,2
-72.409,-78.086,57,2,42
-66,-91.069,2,42,7
-75.857,-77.973,18,7,31
-69.314,-82.432,86,31,7
-82.528,-83.521,32,7,1
-77.211,-83.513,193,1,3
-70.332,-77.245,182,3,34
-73.924,-73.795,15,34,3
-77.859,-84.366,53,3,1
-78.991,-76.701,26,1,28
-72.101,-79.589,25,28,1
-76.832,-82.912,83,1,7
-79.178,-78.17,23,7,42
-68.873,-81.646,40,42,7
-83.583,-83.583,11,7,19
-70.058,-82.239,438,19,7
-74.86,-78.654,61,7,45
-68.102,-77.014,31,45,17
-82.532,-84.606,33,17,16
-71.132,-79.909,83,16,36
-74.911,-75.947,22,36,6
-78.842,-82.933,46,6,5
-81.434,-81.55,9,5,20
-74.889,-80.568,50,20,5
-81.648,-83.501,48,5,4
-80.303,-81.023,44,4,33
-75.434,-75.716,18,33,5
-81.909,-82.414,17,5,14
-80.028,-85.698,104,14,22
-74.093,-85.009,122,22,5
-84.096,-84.569,26,5,6
-79.478,-76.4,421,6,37
-74.192,-77.916,43,37,31
-61.549,-67.856,52,31,7
-69.61,-69.721,7,7,31
-72.542,-84.451,48,31,6
-83.423,-85.356,80,6,5
-73.085,-84.833,219,5,4
-70.74,-84.941,499,4,3
-79.118,-83.875,251,3,2
-79.81,-82.486,181,2,44
-77.81,-79.661,74,44,25
-60.122,-68.685,1961,25,44
-64.241,-62.008,18,44,2
-69.243,-82.094,50,2,1
-76.09,-79.803,720,1,6
-81.386,-82.463,20,6,15
-71.744,-70.882,32,15,22
-79.472,-79.219,7,22,5
-83.303,-83.671,15,5,1
-74.584,-77.363,28,1,27
-79.692,-84.369,3,27,2
-74.964,-79.621,23,2,9
-82.247,-82.28,30,9,2
-74.375,-73.698,23,2,27
-79.88,-79.447,5,27,1
-73.183,-80.908,31,1,5
-81.035,-81.647,28,5,1
-68.444,-69.511,24,1,27
-65.534,-68.139,9,27,2
-80.43,-80.726,13,2,9
-74.352,-78.942,626,9,49
-71.824,-76.058,36,49,3
-76.076,-76.798,40,3,34
-74.453,-80.031,35,34,11
-77.648,-76.859,18,11,41
-75.528,-75.66,13,41,32
-68.517,-76.864,28,32,4
-79.969,-82.758,43,4,28
-71.782,-72.295,26,28,20
-81.194,-86.896,88,20,6
-74.518,-83.55,330,6,16
-65.595,-83.2,716,16,15
-76.672,-77.564,706,15,36
-71.027,-80.372,78,36,6
-78.837,-83.476,148,6,17
-77.185,-83.482,196,17,18
-78.824,-82.024,71,18,43
-68.815,-68.373,34,43,7
-71.006,-82.571,82,7,1
-71.736,-83.65,109,1,4
-71.061,-79.423,351,4,32
-70.15,-78.375,121,32,3
-72.781,-80.04,250,3,49
-75.57,-81.379,115,49,9
-75.743,-83.753,143,9,2
-80.317,-79.228,18,2,27
-66.564,-82.409,108,27,1
-79.5,-83.821,200,1,4
-80.085,-83.905,364,4,1
-81.07,-83.572,145,1,27
-75.563,-80.551,97,27,2
-76.29,-80.388,167,2,44
-74.387,-78.627,76,44,25
-67.689,-68.39,62,25,8
-68.024,-84.839,129,8,19
-81.805,-82.408,51,19,7
-68.633,-66.66,13,7,45
-77.819,-81.268,706,45,6
-68.284,-83.103,188,6,1
-70.295,-83.425,186,1,3
-73.171,-82.808,248,3,41
-67.236,-75.375,66,41,11
-79.189,-83.473,80,11,12
-72.058,-84.141,429,12,4
-72.781,-83.654,288,4,1
-70.004,-83.431,288,1,7
-69.692,-83.593,289,7,18
-72.555,-83.334,272,18,43
-78.416,-77.568,48,43,7
-71.926,-81.215,84,7,45
-81.585,-81.329,9,45,6
-74.724,-78.666,58,6,36
-70.852,-74.522,27,36,15
-80.86,-77.935,689,15,36
-79.663,-80.064,13,36,6
-74.498,-84.907,86,6,1
-83.456,-84.135,33,1,7
-83.023,-83.635,20,7,2
-73.986,-78.521,69,2,44
-75.638,-76.092,20,44,8
-73.759,-78.002,104,8,25
-65.316,-73.945,35,25,8
-80.696,-84.643,49,8,2
-82.98,-83.564,34,2,19
-81.109,-83.222,59,19,7
-79.598,-80.999,60,7,43
-80.919,-83.876,31,43,17
-80.172,-82.002,66,17,43
-68.207,-71.493,53,43,7
-68.648,-84.83,148,7,2
-79.929,-78.717,62,2,27
-73.635,-81.991,61,27,3
-76.263,-83.254,149,3,10
-67.079,-83.131,419,10,3
-73.321,-80.344,136,3,27
-70.325,-82.698,69,27,1
-82.522,-84.086,66,1,7
-74.571,-80.302,133,7,45
-78.65,-79.911,29,45,17
-76.602,-78.195,611,17,45
-73.559,-81.304,48,45,7
-80.079,-79.924,13,7,31
-68.431,-78.312,46,31,7
-81.666,-83.844,38,7,1
-81.456,-82.356,51,1,27
-69.329,-80.879,57,27,3
-77.544,-77.54,65,3,49
-73.978,-79.007,53,49,3
-70.522,-83.434,155,3,4
-76.845,-83.971,156,4,5
-80.069,-84.832,226,5,28
-79.468,-80.051,65,28,1
-75.693,-80.541,158,1,27
-67.059,-77.052,87,27,2
-71.153,-77.698,156,2,44
-65.184,-77.66,82,44,8
-73.689,-75.697,48,8,44
-68.577,-73.338,27,44,2
-67.704,-82.085,76,2,1
-72.015,-81.513,84,1,20
-78.057,-77.638,19,20,5
-76.156,-84.533,74,5,14
-82.516,-83.843,100,14,5
-81.125,-82.548,100,5,33
-74.35,-84.607,182,33,4
-75.633,-85.365,526,4,3
-79.978,-81.43,124,3,1
-71.475,-81.738,59,1,6
-76.48,-85.085,135,6,5
-76.505,-83.71,143,5,13
-70.005,-79.024,1391,13,33
-78.598,-80.585,31,33,5
-71.293,-71.569,90,5,20
-70.809,-83.741,60,20,1
-82.696,-85.474,105,1,37
-81.814,-81.416,24,37,31
-71.324,-75.161,63,31,7
-73.96,-75.183,61,7,43
-70.47,-79.671,445,43,7
-78.459,-81.559,318,7,37
-71.64,-79.734,285,37,6
-79.98,-84.966,446,6,5
-71.158,-84.112,861,5,13
-74.217,-72.9,423,13,30
-77.076,-81.932,29,30,13
-83.545,-84.192,17,13,14
-82.852,-85.529,72,14,22
-78.489,-77.193,32,22,15
-72.211,-77.595,72,15,36
-51.503,-78.84,1,36,6
-71.245,-85.699,2,6,1
-79.47,-95.21,2,1,2
-75.722,-94.617,3,2,9
-77.707,-78.609,16,26,10
-78.409,-80.807,84,10,34
-71.596,-76.902,70,34,3
-71.193,-78.502,89,3,34
-78.499,-80.725,29,34,11
-73.103,-83.344,117,11,10
-79.388,-83.095,80,10,9
-72.072,-74.927,78,9,38
-62.811,-64.65,25,38,9
-71.447,-82.084,53,9,3
-75.4,-83.155,64,3,4
-77.892,-82.442,53,4,33
-71.654,-68.817,15,33,4
-80.374,-83.734,142,4,5
-76.287,-73.32,151,5,20
-72.684,-80.295,98,20,5
-81.648,-83.902,37,5,6
-74.578,-81.111,152,6,45
-70.26,-76.743,60,45,17
-76.093,-80.198,44,17,45
-80.053,-80.053,11,45,7
-75.299,-83.712,74,7,1
-81.788,-81.801,28,1,27
-70.782,-77.265,33,27,3
-73.071,-82.301,75,3,10
-73.545,-78.654,66,10,34
-70.09,-70.593,23,34,3
-74.578,-83.031,60,3,1
-75.198,-82.799,72,1,6
-74.681,-81.357,69,6,36
-82.067,-81.34,7,36,16
-76.131,-79.638,37,16,6
-69.773,-79.297,37,6,1
-75.671,-83.662,612,1,7
-77.743,-74.883,81,7,31
-67.842,-72.197,32,31,7
-76.952,-79.601,37,7,45
-77.879,-79.412,29,45,17
-69.719,-73.551,87,17,21
-74.281,-75.686,31,21,17
-65.497,-79.514,88,17,45
-80.05,-81.324,21,45,6
-77.029,-75.249,27,6,37
-71.651,-73.035,20,37,6
-78.993,-83.635,53,6,1
-80.631,-80.331,36,1,28
-76.865,-83.457,45,28,4
-73.38,-79.885,110,4,23
-71.357,-70.168,27,23,12
-82.702,-80.971,6,12,11
-69.877,-78.021,29,11,10
-80.21,-81.002,186,10,34
-76.197,-80.278,108,34,3
-73.964,-83.633,335,3,27
-78.994,-78.76,67,27,2
-74.374,-82.266,137,2,42
-78.465,-77.963,18,42,7
-75.947,-77.19,3,7,42
-74.132,-76.731,4,42,2
-72.408,-72.408,11,2,44
-67.329,-77.847,5,44,25
-76.748,-83.099,5,25,8
-83.806,-84.014,12,8,38
-79.656,-79.225,22,38,9
-67.119,-80.881,93,9,49
-81.993,-83.527,21,49,10
-81.35,-81.161,34,10,34
-77.351,-80.661,34,34,11
-61.141,-70.92,177,11,41
-64.308,-77.627,101,41,32
-67.641,-82.889,149,32,3
-82.399,-84.664,138,3,1
-72.046,-85.393,1301,1,7
-80.557,-78.687,48,7,42
-71.374,-73.715,60,42,7
-76.52,-83.685,166,7,35
-77.347,-77.772,71,35,18
-72.211,-78.437,148,18,35
-72.457,-78.199,56,35,19
-76.915,-83.299,131,19,2
-76.807,-83.342,160,2,9
-71.836,-83.144,673,9,2
-78.987,-77.399,25,2,27
-78.851,-80.005,14,27,1
-81.234,-84.073,43,1,37
-71.191,-67.164,18,37,6
-76.261,-84.016,1060,6,5
-70.526,-81.779,271,5,33
-76.364,-76.861,61,33,13
-69.667,-73.018,629,13,33
-68.239,-78.958,34,33,5
-77.446,-78.127,49,5,20
-75.879,-76.99,21,20,28
-78.411,-78.535,12,28,1
-76.904,-82.736,72,1,7
-73.338,-83.062,98,7,35
-69.681,-83.514,84,35,7
-80.131,-78.382,32,7,43
-70.428,-78.149,41,43,7
-79.603,-79.521,10,7,45
-73.676,-80.485,46,45,6
-75.229,-79.078,89,6,36
-64.901,-75.235,43,36,15
-70.166,-72.329,99,15,47
-71.835,-81.505,28,47,14
-83.605,-83.646,16,14,5
-80.783,-81.887,34,5,33
-70.642,-71.55,26,33,13
-80.228,-83.835,36,13,23
-75.113,-72.715,19,23,12
-67.451,-72.892,92,12,23
-76.073,-86.225,111,23,13
-81.193,-79.864,130,13,33
-75.815,-82.947,92,33,5
-75.733,-74,136,5,20
-70.806,-86.589,121,20,1
-84.591,-84.691,36,1,6
-80.171,-83.061,76,6,1
-78.756,-77.482,31,1,28
-71.014,-74.109,30,28,1
-71.988,-85.511,204,1,7
-82.641,-82.386,26,7,42
-77.683,-86.257,102,42,19
-72.749,-82.337,293,19,24
-78.335,-78.094,24,24,8
-75.031,-76.915,52,8,25
-79.108,-82.193,26,25,9
-71.373,-84.522,127,9,10
-76.218,-83.652,191,10,3
-71.32,-83.074,169,3,1
-70.367,-83.529,170,1,6
-73.337,-79.37,139,6,36
-77.44,-81.459,47,36,16
-77.03,-80.021,130,16,36
-71.841,-72.325,19,36,6
-78.327,-83.545,41,6,1
-77.768,-83.071,51,1,3
-74.711,-74.158,37,3,34
-69.177,-71.343,18,34,10
-82.508,-82.615,1036,10,26
-71.82,-84.111,3,26,11
-74.543,-80.103,7,11,4
-78.732,-84.86,5,4,13
-73.89,-83.031,5,13,30
-76.4,-96.822,1,30,14
-80.25,-83.003,25,14,13
-82.473,-82.534,14,13,33
-79.699,-79.697,12,33,5
-81.75,-82.446,17,5,4
-81.288,-84.824,39,4,3
-78.663,-82.839,50,3,9
-73.734,-74.042,40,9,38
-71.105,-75.794,31,38,9
-71.871,-83.384,133,9,3
-71.026,-83.106,156,3,4
-69.378,-82.955,156,4,13
-80.673,-83.095,59,13,12
-77.185,-81.904,1032,12,11
-68.471,-73.013,75,11,41
-68.753,-72.922,17,41,32
-81.359,-81.34,4,32,4
-70.391,-80.495,45,4,5
-75.69,-84.247,112,5,13
-80.754,-85.639,108,13,5
-78.96,-78.431,100,5,22
-73.171,-74.831,1014,22,5
-75.063,-74.685,12,5,20
-62.389,-66.817,8,20,28
-74.978,-75.351,10,28,1
-83.163,-83.163,11,1,3
-75.118,-77.584,28,3,10
-68.784,-69.725,29,10,34
-71.699,-87.268,4,34,32
-71.653,-88.243,4,32,4
-69.943,-75.067,7,4,5
-80.546,-84.256,6,5,14
-77.813,-83.25,71,14,5
-65.132,-71.495,142,5,20
-66.381,-76.569,53,20,28
-72.154,-73.242,42,28,1
-67.3,-81.492,147,1,27
-78.119,-78.695,36,27,2
-68.211,-77.067,136,2,44
-65.395,-77.434,65,44,8
-74.643,-73.534,21,8,25
-68.936,-69.2,18,25,8
-71.538,-77.513,194,8,44
-70.183,-82.102,98,44,2
-81.647,-84.913,139,2,3
-67.91,-78.834,238,3,32
-74.836,-77.573,59,32,41
-76.278,-80.448,65,41,11
-80.578,-83.739,115,11,12
-73.22,-83.884,401,12,13
-77.592,-76.861,116,13,33
-65.788,-80.998,86,33,5
-74.144,-78.155,161,5,22
-64.336,-77.694,80,22,15
-75.76,-83.66,181,15,16
-74.091,-81.404,148,16,17
-63.241,-76.513,1221,17,45
-68.588,-82.452,62,45,7
-81.677,-81.65,15,7,37
-80.645,-85.524,52,37,1
-72.229,-83.6,186,1,4
-68.069,-80.706,197,4,23
-69.566,-74.332,65,23,12
-74.71,-78.622,804,12,23
-78.139,-83.558,215,23,4
-73.166,-84.063,836,4,1
-69.996,-83.825,864,1,7
-72.715,-74.78,1369,7,42
-65.279,-82.348,255,42,2
-76.693,-85.905,194,2,3
-83.554,-83.601,27,3,49
-74.526,-82.642,73,49,10
-68.244,-81.237,124,10,11
-70.871,-81.847,51,11,12
-80.629,-81.072,9,12,23
-68.372,-69.672,18,23,12
-81.381,-81.597,12,12,13
-78.074,-77.442,24,13,29
-42.99,-62.159,945,29,13
-78.737,-81.861,30,13,12
-80.338,-81.169,6,12,23
-70.613,-77.315,21,23,12
-84.598,-83.811,7,12,11
-74.247,-80.357,48,11,10
-73.672,-80.068,66,10,34
-75.511,-76.673,30,34,3
-70.741,-82.758,102,3,1
-69.69,-82.637,120,1,6
-69.652,-82.75,120,6,16
-69.589,-82.823,131,16,6
-76.136,-84.549,103,6,5
-82.539,-82.642,8,5,20
-76.316,-76.301,25,20,28
-76.046,-82.126,36,28,4
-75.866,-82.846,99,4,11
-72.373,-83.262,155,19,2
-69.339,-83.138,173,2,3
-79.748,-82.916,47,3,2
-80.44,-81.776,45,2,44
-77.506,-77.43,20,44,25
-69.183,-66.722,18,25,8
-64.238,-70.756,36,8,39
-55.105,-74.45,1770,39,8
-63.675,-77.854,350,8,44
-64.332,-79.002,183,44,2
-72.367,-78.253,340,2,27
-69.869,-83.506,215,27,1
-79.86,-84.056,383,1,4
-80.893,-84.566,352,4,33
-66.152,-76.883,211,33,13
-72.192,-73.491,193,13,30
-68.413,-80.988,150,30,14
-77.232,-81.944,123,14,47
-65.07,-69.047,52,47,15
-63.641,-77.984,103,15,48
-76.707,-80.967,45,48,16
-73.805,-81.007,149,16,6
-71.413,-81.839,62,6,1
-79.616,-85.689,175,1,2
-83.568,-83.808,22,2,42
-69.616,-73.748,73,42,7
-77.184,-84.051,127,7,18
-73.961,-80.568,165,18,35
-74.235,-78.662,46,35,19
-80.908,-85.196,82,19,2
-74.997,-83.083,142,2,3
-67.416,-77.997,122,3,34
-77.171,-80.008,33,34,11
-79.007,-80.014,26,11,34
-66.292,-78.93,63,34,3
-78.093,-78.604,46,3,49
-70.725,-79.235,56,49,9
-78.238,-83.445,116,9,25
-69.049,-66.218,49,25,8
-62.004,-70.887,96,8,24
-71.108,-73.677,16,24,8
-82.252,-84.449,22,8,2
-82.063,-83.782,62,2,42
-75.477,-73.412,28,42,7
-67.388,-83.055,117,7,17
-79.756,-80.353,37,17,45
-76.477,-81.345,115,45,7
-78.557,-78.294,56,7,31
-75.016,-85.614,157,31,1
-70.747,-85.133,453,1,4
-80.316,-83.808,289,4,11
-75.289,-83.103,312,11,4
-70.552,-82.385,81,4,5
-76.683,-83.609,74,5,6
-81.882,-81.872,24,6,36
-67.791,-78.507,33,36,16
-73.141,-79.905,86,16,36
-69.625,-78.58,33,36,6
-81.681,-82.99,32,6,5
-76.618,-74.214,28,5,20
-72.345,-76.617,21,20,5
-81.927,-82.783,16,5,4
-69.806,-83.717,369,4,5
-74.91,-85.409,285,5,15
-78.758,-82.731,191,15,16
-79.891,-83.346,65,16,17
-71.596,-84.754,97,17,18
-75.268,-82.725,168,18,7
-74.873,-85.401,126,7,1
-81.495,-82.685,56,1,7
-79.408,-79.278,12,7,31
-70.927,-78.838,26,31,7
-81.991,-80.815,3,7,45
-72.425,-73.199,24,45,17
-77.999,-85.177,141,17,16
-82.091,-83.259,119,16,36
-67.866,-77.384,101,36,15
-67.456,-72.762,151,15,47
-76.891,-83.89,71,47,14
-73.422,-74.939,477,14,30
-74.411,-76.638,8,30,13
-72.324,-73.769,7,13,30
-73.05,-73.319,12,30,14
-72.951,-82.79,109,14,47
-81.575,-81.575,11,47,22
-70.35,-83.697,43,22,6
-69.877,-71.048,73,6,37
-76.553,-80.962,24,37,45
-80.763,-80.576,15,45,7
-77.17,-76.738,18,7,43
-69.923,-80.53,33,43,18
-78.318,-76.374,26,18,35
-64.641,-63.16,13,35,19
-68.697,-79.588,36,19,24
-77.373,-77.373,11,24,8
-76.238,-76.321,10,8,39
-62.519,-73.775,45,39,8
-74.672,-75.07,31,8,24
-74.298,-81.63,40,24,19
-78.947,-83.36,1028,19,7
-79.246,-78.312,33,7,42
-66.016,-79.332,51,42,2
-70.36,-79.016,39,2,9
-78.285,-84.77,241,9,10
-82.856,-83.201,17,10,3
-71.547,-84.195,63,3,1
-82.373,-82.131,22,1,28
-79.837,-79.976,13,28,5
-69.563,-76.478,48,5,22
-78.714,-78.627,10,22,47
-59.09,-66.295,723,47,22
-71.613,-71.25,12,22,5
